"STATION","NAME","DATE","DX70","DX90","EMSN","EMXP","EMXT","SNOW","TAVG"
"USC00190736","BLUE HILL, MA US","1939-09","16","1",,"0.86","91",,"61.5"
"USC00190736","BLUE HILL, MA US","1939-10","8","0",,"3.73","84",,"51.8"
"USC00190736","BLUE HILL, MA US","1939-11","0","0","2.1","1.19","58","2.4","37.8"
"USC00190736","BLUE HILL, MA US","1939-12","0","0","5.9","1.08","57","7.3","31.0"
"USC00190736","BLUE HILL, MA US","1940-01","0","0","2.1","1.88","49","8.5","19.3"
"USC00190736","BLUE HILL, MA US","1940-02","0","0","11.2","2.07","44","34.4","26.5"
"USC00190736","BLUE HILL, MA US","1940-03","0","0","0.9","1.20","61","1.9","29.4"
"USC00190736","BLUE HILL, MA US","1940-04","1","0","3.0","1.10","73","3.4","41.2"
"USC00190736","BLUE HILL, MA US","1940-05","9","0",,"1.12","76",,"54.6"
"USC00190736","BLUE HILL, MA US","1940-06","21","0",,"1.14","89",,"63.1"
"USC00190736","BLUE HILL, MA US","1940-07","27","3",,"1.45","91",,"69.6"
"USC00190736","BLUE HILL, MA US","1940-08","25","0",,"0.95","84",,"66.5"
"USC00190736","BLUE HILL, MA US","1940-09","16","0",,"1.71","83",,"61.0"
"USC00190736","BLUE HILL, MA US","1940-10","4","0","0.0","0.44","76","0.0","47.5"
"USC00190736","BLUE HILL, MA US","1940-11","1","0","9.1","1.41","71","9.7","39.7"
"USC00190736","BLUE HILL, MA US","1940-12","0","0","4.0","0.70","55","5.2","31.4"
"USC00190736","BLUE HILL, MA US","1941-01","0","0","12.5","1.26","42","25.8","22.6"
"USC00190736","BLUE HILL, MA US","1941-02","0","0","1.2","0.72","47","1.5","26.6"
"USC00190736","BLUE HILL, MA US","1941-03","0","0",,,"50",,"30.1"
"USC00190736","BLUE HILL, MA US","1941-04","10","0","0.0","0.75","87","0.0","50.0"
"USC00190736","BLUE HILL, MA US","1941-05","15","0","0.0","0.68","88","0.0","57.7"
"USC00190736","BLUE HILL, MA US","1941-06","19","3",,"1.39","92",,"65.8"
"USC00190736","BLUE HILL, MA US","1941-07","27","2",,"0.95","92",,"69.7"
"USC00190736","BLUE HILL, MA US","1941-08","29","1",,,"90",,"68.2"
"USC00190736","BLUE HILL, MA US","1941-09","21","1",,"0.82","91",,"64.0"
"USC00190736","BLUE HILL, MA US","1941-10","7","0",,"0.47","84",,"53.1"
"USC00190736","BLUE HILL, MA US","1941-11","1","0","0.0","0.89","72","0.0","45.6"
"USC00190736","BLUE HILL, MA US","1941-12","0","0","0.4","1.74","58","0.4","32.8"
"USC00190736","BLUE HILL, MA US","1942-01","0","0","6.1","0.85","56","12.7","25.4"
"USC00190736","BLUE HILL, MA US","1942-02","0","0","4.4","1.14","45","9.6","24.4"
"USC00190736","BLUE HILL, MA US","1942-03","0","0","5.2","1.92","63","11.6","38.1"
"USC00190736","BLUE HILL, MA US","1942-04","5","0","3.2","0.48","86","5.5","48.0"
"USC00190736","BLUE HILL, MA US","1942-05","18","0",,"1.02","85",,"60.3"
"USC00190736","BLUE HILL, MA US","1942-06","22","0","0.0","0.61","89","0.0","65.4"
"USC00190736","BLUE HILL, MA US","1942-07","27","1",,"1.27","91",,"69.1"
"USC00190736","BLUE HILL, MA US","1942-08","26","0",,"0.81","88",,"68.1"
"USC00190736","BLUE HILL, MA US","1942-09","18","0",,"0.92","88",,"62.9"
"USC00190736","BLUE HILL, MA US","1942-10","5","0",,"1.26","80",,"53.6"
"USC00190736","BLUE HILL, MA US","1942-11","0","0","0.0","1.40","69","0.0","41.1"
"USC00190736","BLUE HILL, MA US","1942-12","0","0","6.8","1.75","58","11.3","25.9"
"USC00190736","BLUE HILL, MA US","1943-01","0","0","8.0","1.09","46","31.2","23.2"
"USC00190736","BLUE HILL, MA US","1943-02","0","0","2.6","0.32","60","6.2","28.7"
"USC00190736","BLUE HILL, MA US","1943-03","0","0","6.2","1.02","66","12.3","33.7"
"USC00190736","BLUE HILL, MA US","1943-04","1","0","0.2","0.76","73","0.3","41.6"
"USC00190736","BLUE HILL, MA US","1943-05","14","0",,"1.01","84",,"56.7"
"USC00190736","BLUE HILL, MA US","1943-06","27","3",,"0.58","93",,"68.7"
"USC00190736","BLUE HILL, MA US","1943-07","29","1",,"0.85","90",,"72.2"
"USC00190736","BLUE HILL, MA US","1943-08","28","1",,"0.58","91",,"69.2"
"USC00190736","BLUE HILL, MA US","1943-09","16","0",,"0.36","87",,"61.8"
"USC00190736","BLUE HILL, MA US","1943-10","8","0","0.0","1.78","80","0.0","52.4"
"USC00190736","BLUE HILL, MA US","1943-11","0","0","2.6","0.93","65","4.4","40.7"
"USC00190736","BLUE HILL, MA US","1943-12","0","0","0.1","0.86","50","0.1","26.6"
"USC00190736","BLUE HILL, MA US","1944-01","0","0","3.0","1.00","56","7.0","28.7"
"USC00190736","BLUE HILL, MA US","1944-02","0","0","5.4","0.73","53","11.2","26.9"
"USC00190736","BLUE HILL, MA US","1944-03","0","0","11.1","1.15","62","14.6","32.3"
"USC00190736","BLUE HILL, MA US","1944-04","1","0","0.0","1.10","74","0.0","43.1"
"USC00190736","BLUE HILL, MA US","1944-05","21","1",,"0.36","92",,"62.8"
"USC00190736","BLUE HILL, MA US","1944-06","19","2",,"2.50","92",,"65.5"
"USC00190736","BLUE HILL, MA US","1944-07","31","3",,"1.37","91",,"72.4"
"USC00190736","BLUE HILL, MA US","1944-08","29","10",,"0.98","99",,"72.5"
"USC00190736","BLUE HILL, MA US","1944-09","19","0",,"3.66","88",,"63.6"
"USC00190736","BLUE HILL, MA US","1944-10","3","0","0.0","2.34","82","0.0","51.6"
"USC00190736","BLUE HILL, MA US","1944-11","0","0","5.2","2.50","68","8.4","40.8"
"USC00190736","BLUE HILL, MA US","1944-12","0","0",,"1.16","50",,"27.5"
"USC00190736","BLUE HILL, MA US","1945-01","0","0","6.8","1.12","57","22.3","21.2"
"USC00190736","BLUE HILL, MA US","1945-02","0","0","10.0",,"48","25.5","27.5"
"USC00190736","BLUE HILL, MA US","1945-03","5","0","1.8","0.76","85","3.3","44.8"
"USC00190736","BLUE HILL, MA US","1945-04","7","0","0.0","0.85","85","0.0","51.4"
"USC00190736","BLUE HILL, MA US","1945-05","6","0","0.0","0.98","77","0.0","53.8"
"USC00190736","BLUE HILL, MA US","1945-06","21","3","0.0","2.61","92","0.0","65.3"
"USC00190736","BLUE HILL, MA US","1945-07","29","1",,"1.03","90",,"70.2"
"USC00190736","BLUE HILL, MA US","1945-08","28","1","0.0","1.34","90","0.0","68.4"
"USC00190736","BLUE HILL, MA US","1945-09","20","2",,"0.40","91",,"65.1"
"USC00190736","BLUE HILL, MA US","1945-10","6","0",,"0.79","81",,"51.0"
"USC00190736","BLUE HILL, MA US","1945-11","3","0","10.2","1.97","71","16.7","43.3"
"USC00190736","BLUE HILL, MA US","1945-12","0","0","18.4","1.92","49","45.2","25.3"
"USC00190736","BLUE HILL, MA US","1946-01","0","0","5.8","1.63","54","11.9","26.0"
"USC00190736","BLUE HILL, MA US","1946-02","0","0","11.2","1.39","55","14.0","24.9"
"USC00190736","BLUE HILL, MA US","1946-03","5","0","1.6","0.49","83","2.5","45.5"
"USC00190736","BLUE HILL, MA US","1946-04","0","0","0.9","0.97","67","0.9","44.3"
"USC00190736","BLUE HILL, MA US","1946-05","11","0","0.0","0.90","83","0.0","56.2"
"USC00190736","BLUE HILL, MA US","1946-06","24","2",,"1.26","90",,"65.3"
"USC00190736","BLUE HILL, MA US","1946-07","27","4",,"0.49","94",,"69.8"
"USC00190736","BLUE HILL, MA US","1946-08","22","0",,"2.77","87",,"65.7"
"USC00190736","BLUE HILL, MA US","1946-09","23","0","0.0","1.73","85","0.0","64.3"
"USC00190736","BLUE HILL, MA US","1946-10","12","0","0.0","0.20","83","0.0","56.7"
"USC00190736","BLUE HILL, MA US","1946-11","1","0","0.0","0.51","70","0.0","45.2"
"USC00190736","BLUE HILL, MA US","1946-12","0","0","3.0","2.37","62","7.9","31.9"
"USC00190736","BLUE HILL, MA US","1947-01","0","0","3.7","1.07","58","7.8","30.1"
"USC00190736","BLUE HILL, MA US","1947-02","0","0","8.7","1.06","50","11.3","26.5"
"USC00190736","BLUE HILL, MA US","1947-03","0","0","1.6","1.18","56","3.5","34.4"
"USC00190736","BLUE HILL, MA US","1947-04","3","0","1.9","1.11","72","3.5","45.3"
"USC00190736","BLUE HILL, MA US","1947-05","11","0","0.0","1.10","85","0.0","55.5"
"USC00190736","BLUE HILL, MA US","1947-06","21","0",,"1.59","87",,"63.0"
"USC00190736","BLUE HILL, MA US","1947-07","30","0","0.0","1.59","88","0.0","72.2"
"USC00190736","BLUE HILL, MA US","1947-08","28","5","0.0","1.22","95","0.0","70.7"
"USC00190736","BLUE HILL, MA US","1947-09","20","0","0.0","2.73","85","0.0","62.2"
"USC00190736","BLUE HILL, MA US","1947-10","19","0",,"0.74","86",,"59.6"
"USC00190736","BLUE HILL, MA US","1947-11","0","0","4.2","3.39","58","4.8","38.2"
"USC00190736","BLUE HILL, MA US","1947-12","0","0","11.9","1.28","58","39.4","27.5"
"USC00190736","BLUE HILL, MA US","1948-01","0","0","13.0","1.18","41","56.3","20.6"
"USC00190736","BLUE HILL, MA US","1948-02","0","0","4.8","0.63","50","21.7","24.0"
"USC00190736","BLUE HILL, MA US","1948-03","1","0","7.1","0.73","71","13.8","35.9"
"USC00190736","BLUE HILL, MA US","1948-04","2","0","0.0","0.91","72","0.0","45.8"
"USC00190736","BLUE HILL, MA US","1948-05","7","0","0.0","1.28","84","0.0","53.6"
"USC00190736","BLUE HILL, MA US","1948-06","16","1","0.0","0.84","90","0.0","61.7"
"USC00190736","BLUE HILL, MA US","1948-07","30","1",,,"90",,"71.1"
"USC00190736","BLUE HILL, MA US","1948-08","30","5",,"0.79","99",,"71.5"
"USC00190736","BLUE HILL, MA US","1948-09","22","1",,"0.23","90",,"64.1"
"USC00190736","BLUE HILL, MA US","1948-10","5","0","0.0","1.97","78","0.0","51.5"
"USC00190736","BLUE HILL, MA US","1948-11","3","0","1.8","1.89","70","1.8","47.3"
"USC00190736","BLUE HILL, MA US","1948-12","0","0","5.5","0.64","56","10.9","33.0"
"USC00190736","BLUE HILL, MA US","1949-01","0","0","4.8","0.96","56","13.9","32.5"
"USC00190736","BLUE HILL, MA US","1949-02","0","0","4.2","0.54","58","8.4","31.8"
"USC00190736","BLUE HILL, MA US","1949-03","1","0","9.4","0.99","76","22.2","36.9"
"USC00190736","BLUE HILL, MA US","1949-04","6","0","0.0","1.22","78","0.0","48.8"
"USC00190736","BLUE HILL, MA US","1949-05","15","1","0.0","1.03","92","0.0","58.0"
"USC00190736","BLUE HILL, MA US","1949-06","26","4","0.0","0.35","92","0.0","69.0"
"USC00190736","BLUE HILL, MA US","1949-07","31","10","0.0","0.63","99","0.0","74.8"
"USC00190736","BLUE HILL, MA US","1949-08","31","8","0.0","0.57","101","0.0","72.8"
"USC00190736","BLUE HILL, MA US","1949-09","13","0","0.0","1.36","84","0.0","61.2"
"USC00190736","BLUE HILL, MA US","1949-10","7","0","0.0","1.28","85","0.0","56.2"
"USC00190736","BLUE HILL, MA US","1949-11","0","0","1.4","1.31","66","1.8","40.6"
"USC00190736","BLUE HILL, MA US","1949-12","0","0","2.7","0.60","61","5.6","33.7"
"USC00190736","BLUE HILL, MA US","1950-01","0","0","2.7","0.62","68","6.2","33.7"
"USC00190736","BLUE HILL, MA US","1950-02","0","0","8.1","1.56","49","21.1","25.4"
"USC00190736","BLUE HILL, MA US","1950-03","1","0","4.7","1.24","70","14.1","30.7"
"USC00190736","BLUE HILL, MA US","1950-04","2","0","0.1","0.87","72","0.1","44.6"
"USC00190736","BLUE HILL, MA US","1950-05","9","0","0.0","0.52","76","0.0","54.3"
"USC00190736","BLUE HILL, MA US","1950-06","26","2","0.0","0.50","91","0.0","66.3"
"USC00190736","BLUE HILL, MA US","1950-07","31","3","0.0","1.78","93","0.0","70.8"
"USC00190736","BLUE HILL, MA US","1950-08","26","0","0.0","2.55","85","0.0","68.3"
"USC00190736","BLUE HILL, MA US","1950-09","12","0","0.0","0.48","84","0.0","58.9"
"USC00190736","BLUE HILL, MA US","1950-10","5","0","0.0","1.24","81","0.0","54.0"
"USC00190736","BLUE HILL, MA US","1950-11","1","0","0.5","3.41","81","0.5","45.2"
"USC00190736","BLUE HILL, MA US","1950-12","0","0","3.0","1.20","63","4.6","32.3"
"USC00190736","BLUE HILL, MA US","1951-01","0","0","7.5","1.03","59","15.0","31.1"
"USC00190736","BLUE HILL, MA US","1951-02","0","0","9.7","1.13","64","14.6","32.0"
"USC00190736","BLUE HILL, MA US","1951-03","0","0","2.0","1.02","67","6.7","36.4"
"USC00190736","BLUE HILL, MA US","1951-04","1","0","0.0","1.56","70","0.0","48.4"
"USC00190736","BLUE HILL, MA US","1951-05","13","1","0.0","2.13","90","0.0","57.4"
"USC00190736","BLUE HILL, MA US","1951-06","20","0","0.0","1.35","89","0.0","63.9"
"USC00190736","BLUE HILL, MA US","1951-07","28","1","0.0","1.10","90","0.0","71.6"
"USC00190736","BLUE HILL, MA US","1951-08","29","0","0.0","1.52","89","0.0","68.5"
"USC00190736","BLUE HILL, MA US","1951-09","21","0","0.0","0.76","86","0.0","62.9"
"USC00190736","BLUE HILL, MA US","1951-10","3","0","0.0","1.46","75","0.0","52.8"
"USC00190736","BLUE HILL, MA US","1951-11","0","0","0.2","1.92","68","0.3","39.3"
"USC00190736","BLUE HILL, MA US","1951-12","0","0","7.5","1.31","61","12.3","32.4"
"USC00190736","BLUE HILL, MA US","1952-01","0","0","6.7","0.83","53","19.0","30.2"
"USC00190736","BLUE HILL, MA US","1952-02","0","0","9.2","1.92","48","26.1","29.8"
"USC00190736","BLUE HILL, MA US","1952-03","0","0","1.2","1.48","61","3.3","34.2"
"USC00190736","BLUE HILL, MA US","1952-04","5","0","0.0","1.46","78","0.0","48.5"
"USC00190736","BLUE HILL, MA US","1952-05","9","0","0.0","1.28","81","0.0","55.3"
"USC00190736","BLUE HILL, MA US","1952-06","27","1","0.0","1.06","96","0.0","67.8"
"USC00190736","BLUE HILL, MA US","1952-07","30","13","0.0","0.08","99","0.0","75.7"
"USC00190736","BLUE HILL, MA US","1952-08","30","0","0.0","2.27","89","0.0","70.4"
"USC00190736","BLUE HILL, MA US","1952-09","21","0","0.0","0.29","87","0.0","64.3"
"USC00190736","BLUE HILL, MA US","1952-10","5","0","0.0","0.80","75","0.0","51.0"
"USC00190736","BLUE HILL, MA US","1952-11","1","0","0.1","0.86","70","0.1","42.9"
"USC00190736","BLUE HILL, MA US","1952-12","0","0","4.0","1.20","53","7.5","32.4"
"USC00190736","BLUE HILL, MA US","1953-01","0","0","9.3","1.99","55","22.7","32.1"
"USC00190736","BLUE HILL, MA US","1953-02","0","0","7.3","1.21","56","17.2","32.5"
"USC00190736","BLUE HILL, MA US","1953-03","0","0","0.6","2.51","67","0.6","37.3"
"USC00190736","BLUE HILL, MA US","1953-04","1","0","8.4","1.40","70","8.4","46.7"
"USC00190736","BLUE HILL, MA US","1953-05","12","0","0.0","1.06","86","0.0","57.3"
"USC00190736","BLUE HILL, MA US","1953-06","26","3","0.0","0.59","94","0.0","67.6"
"USC00190736","BLUE HILL, MA US","1953-07","28","2","0.0","1.82","92","0.0","70.6"
"USC00190736","BLUE HILL, MA US","1953-08","30","4","0.0","1.26","95","0.0","69.4"
"USC00190736","BLUE HILL, MA US","1953-09","19","3","0.0","1.18","99","0.0","63.9"
"USC00190736","BLUE HILL, MA US","1953-10","9","0","0.0","2.27","78","0.0","54.3"
"USC00190736","BLUE HILL, MA US","1953-11","3","0","0.0","2.19","72","0.0","45.9"
"USC00190736","BLUE HILL, MA US","1953-12","0","0","0.0","1.67","61","0.0","36.8"
"USC00190736","BLUE HILL, MA US","1954-01","0","0","7.7","0.78","51","28.1","23.4"
"USC00190736","BLUE HILL, MA US","1954-02","0","0","0.7","0.84","62","1.8","34.6"
"USC00190736","BLUE HILL, MA US","1954-03","0","0","1.8","0.95","68","3.1","36.2"
"USC00190736","BLUE HILL, MA US","1954-04","5","0","2.6","1.68","84","2.6","47.8"
"USC00190736","BLUE HILL, MA US","1954-05","10","0","0.0","2.72","80","0.0","54.0"
"USC00190736","BLUE HILL, MA US","1954-06","20","0","0.0","0.83","87","0.0","64.3"
"USC00190736","BLUE HILL, MA US","1954-07","30","2","0.0","0.67","93","0.0","69.3"
"USC00190736","BLUE HILL, MA US","1954-08","27","0","0.0","2.46","88","0.0","66.6"
"USC00190736","BLUE HILL, MA US","1954-09","12","0","0.0","5.23","81","0.0","59.9"
"USC00190736","BLUE HILL, MA US","1954-10","9","0","0.0","1.11","87","0.0","56.2"
"USC00190736","BLUE HILL, MA US","1954-11","0","0","0.1","1.80","63","0.1","41.6"
"USC00190736","BLUE HILL, MA US","1954-12","0","0","11.4","1.19","56","18.7","31.3"
"USC00190736","BLUE HILL, MA US","1955-01","0","0","0.5","0.49","44","1.1","25.1"
"USC00190736","BLUE HILL, MA US","1955-02","0","0","4.6","1.07","53","8.5","29.6"
"USC00190736","BLUE HILL, MA US","1955-03","0","0","6.1","1.17","60","13.7","35.0"
"USC00190736","BLUE HILL, MA US","1955-04","3","0","0.8","1.09","75","0.8","46.8"
"USC00190736","BLUE HILL, MA US","1955-05","18","0","0.0","0.55","87","0.0","60.2"
"USC00190736","BLUE HILL, MA US","1955-06","21","0","0.0","1.79","89","0.0","63.9"
"USC00190736","BLUE HILL, MA US","1955-07","30","7","0.0","0.72","94","0.0","74.3"
"USC00190736","BLUE HILL, MA US","1955-08","28","6","0.0","8.07","98","0.0","72.1"
"USC00190736","BLUE HILL, MA US","1955-09","14","0","0.0","1.19","86","0.0","61.4"
"USC00190736","BLUE HILL, MA US","1955-10","3","0","0.0","2.90","79","0.0","53.0"
"USC00190736","BLUE HILL, MA US","1955-11","0","0","2.7","4.26","56","5.2","38.7"
"USC00190736","BLUE HILL, MA US","1955-12","0","0","1.2","0.48","45","3.4","23.4"
"USC00190736","BLUE HILL, MA US","1956-01","0","0","13.4","3.00","43","14.7","27.2"
"USC00190736","BLUE HILL, MA US","1956-02","0","0","7.9","1.11","49","20.4","29.4"
"USC00190736","BLUE HILL, MA US","1956-03","0","0","17.6","1.69","50","52.0","30.5"
"USC00190736","BLUE HILL, MA US","1956-04","1","0","9.3","1.78","78","11.1","42.6"
"USC00190736","BLUE HILL, MA US","1956-05","7","1","0.0","0.41","90","0.0","53.2"
"USC00190736","BLUE HILL, MA US","1956-06","24","3","0.0","1.22","93","0.0","66.6"
"USC00190736","BLUE HILL, MA US","1956-07","24","0","0.0","1.74","88","0.0","68.3"
"USC00190736","BLUE HILL, MA US","1956-08","28","1","0.0","0.61","91","0.0","69.2"
"USC00190736","BLUE HILL, MA US","1956-09","11","0","0.0","1.83","87","0.0","58.5"
"USC00190736","BLUE HILL, MA US","1956-10","5","0","0.0","2.18","84","0.0","53.6"
"USC00190736","BLUE HILL, MA US","1956-11","1","0","0.7","1.53","74","0.7","43.6"
"USC00190736","BLUE HILL, MA US","1956-12","0","0","7.5","1.52","58","22.8","33.3"
"USC00190736","BLUE HILL, MA US","1957-01","0","0","9.5","0.83","54","24.6","21.7"
"USC00190736","BLUE HILL, MA US","1957-02","0","0","3.0","0.77","67","4.5","31.8"
"USC00190736","BLUE HILL, MA US","1957-03","0","0","11.4","1.39","62","24.7","36.0"
"USC00190736","BLUE HILL, MA US","1957-04","6","0","1.3","0.97","84","3.6","48.0"
"USC00190736","BLUE HILL, MA US","1957-05","16","0","0.0","1.28","88","0.0","57.7"
"USC00190736","BLUE HILL, MA US","1957-06","26","2","0.0","0.82","91","0.0","68.4"
"USC00190736","BLUE HILL, MA US","1957-07","31","6","0.0","0.14","96","0.0","72.0"
"USC00190736","BLUE HILL, MA US","1957-08","26","1","0.0","0.56","94","0.0","67.7"
"USC00190736","BLUE HILL, MA US","1957-09","25","1","0.0","0.54","91","0.0","64.9"
"USC00190736","BLUE HILL, MA US","1957-10",,,"0.1","1.28",,"0.1",
"USC00190736","BLUE HILL, MA US","1957-11","0","0","0.2","1.65","68","0.2","43.8"
"USC00190736","BLUE HILL, MA US","1957-12","0","0","0.2","1.17","61","0.2","36.9"
"USC00190736","BLUE HILL, MA US","1958-01","0","0","6.5","2.63","52","22.3","28.5"
"USC00190736","BLUE HILL, MA US","1958-02","0","0","18.6","1.91","42","26.4","22.2"
"USC00190736","BLUE HILL, MA US","1958-03","0","0","10.6","1.43","55","30.6","35.4"
"USC00190736","BLUE HILL, MA US","1958-04","4","0","9.5","1.50","75","10.6","46.9"
"USC00190736","BLUE HILL, MA US","1958-05","7","0","0.0","1.07","79","0.0","53.6"
"USC00190736","BLUE HILL, MA US","1958-06","16","0","0.0","0.41","86","0.0","61.8"
"USC00190736","BLUE HILL, MA US","1958-07","28","2","0.0","1.28","90","0.0","70.6"
"USC00190736","BLUE HILL, MA US","1958-08","29","0","0.0","1.72","86","0.0","69.0"
"USC00190736","BLUE HILL, MA US","1958-09","17","0","0.0","2.19","87","0.0","61.8"
"USC00190736","BLUE HILL, MA US","1958-10","4","0","0.0","1.24","79","0.0","50.2"
"USC00190736","BLUE HILL, MA US","1958-11","0","0","0.0","1.19","64","0.0","43.1"
"USC00190736","BLUE HILL, MA US","1958-12","0","0","2.8","1.05","50","7.7","22.6"
"USC00190736","BLUE HILL, MA US","1959-01","0","0","1.9","0.73","58","4.7","26.1"
"USC00190736","BLUE HILL, MA US","1959-02","0","0","4.5","1.10","49","10.9","23.6"
"USC00190736","BLUE HILL, MA US","1959-03","0","0","9.7","1.38","67","22.3","34.6"
"USC00190736","BLUE HILL, MA US","1959-04","5","0","0.0","0.89","75","0.0","46.9"
"USC00190736","BLUE HILL, MA US","1959-05","16","0","0.0","0.37","89","0.0","60.2"
"USC00190736","BLUE HILL, MA US","1959-06","18","1","0.0","1.50","90","0.0","61.7"
"USC00190736","BLUE HILL, MA US","1959-07","30","0","0.0","1.87","89","0.0","70.9"
"USC00190736","BLUE HILL, MA US","1959-08","26","7","0.0","0.41","93","0.0","71.5"
"USC00190736","BLUE HILL, MA US","1959-09","22","0","0.0","0.23","88","0.0","65.7"
