"STATION","NAME","DATE","DX70","DX90","EMSN","EMXP","EMXT","SNOW","TAVG"
"USC00190736","BLUE HILL, MA US","1979-07","30","4","0.0","4.01","94","0.0","72.9"
"USC00190736","BLUE HILL, MA US","1979-08","24","0","0.0","1.89","89","0.0","68.8"
"USC00190736","BLUE HILL, MA US","1979-09","21","0","0.0","1.43","83","0.0","62.0"
"USC00190736","BLUE HILL, MA US","1979-10","6","0","6.8","1.76","85","6.8","50.8"
"USC00190736","BLUE HILL, MA US","1979-11","2","0","0.0","1.77","71","0.0","46.6"
"USC00190736","BLUE HILL, MA US","1979-12","0","0","2.8","0.59","67","6.2","34.1"
"USC00190736","BLUE HILL, MA US","1980-01","0","0","0.7","0.46","55","0.7","26.6"
"USC00190736","BLUE HILL, MA US","1980-02","0","0","4.4","0.62","51","6.9","24.5"
"USC00190736","BLUE HILL, MA US","1980-03","0","0","3.1","1.38","58","4.7","34.8"
"USC00190736","BLUE HILL, MA US","1980-04","2","0","0.0","2.11","73","0.0","47.7"
"USC00190736","BLUE HILL, MA US","1980-05","13","0","0.0","0.46","86","0.0","57.2"
"USC00190736","BLUE HILL, MA US","1980-06","20","2","0.0","1.19","93","0.0","63.3"
"USC00190736","BLUE HILL, MA US","1980-07","31","4","0.0","1.51","96","0.0","73.1"
"USC00190736","BLUE HILL, MA US","1980-08","26","0","0.0","0.52","89","0.0","71.1"
"USC00190736","BLUE HILL, MA US","1980-09","23","1","0.0","0.38","92","0.0","63.9"
"USC00190736","BLUE HILL, MA US","1980-10","2","0","0.0","2.24","72","0.0","49.0"
"USC00190736","BLUE HILL, MA US","1980-11","0","0","6.3","1.15","61","7.3","38.1"
"USC00190736","BLUE HILL, MA US","1980-12","0","0","4.4","0.44","58","8.1","25.7"
"USC00190736","BLUE HILL, MA US","1981-01","0","0","4.1","0.27","46","16.1","17.7"
"USC00190736","BLUE HILL, MA US","1981-02","0","0","8.0","2.40","66","8.3","34.6"
"USC00190736","BLUE HILL, MA US","1981-03","2","0","1.4","0.22","74","2.6","36.1"
"USC00190736","BLUE HILL, MA US","1981-04","2","0","0.0","0.79","74","0.0","48.6"
"USC00190736","BLUE HILL, MA US","1981-05","14","0","0.0","0.75","89","0.0","58.5"
"USC00190736","BLUE HILL, MA US","1981-06","28","0","0.0","0.38","88","0.0","67.3"
"USC00190736","BLUE HILL, MA US","1981-07","31","4","0.0","1.05","95","0.0","71.8"
"USC00190736","BLUE HILL, MA US","1981-08","30","0","0.0","0.23","87","0.0","69.3"
"USC00190736","BLUE HILL, MA US","1981-09","12","0","0.0","1.17","86","0.0","60.0"
"USC00190736","BLUE HILL, MA US","1981-10","1","0","0.0","0.80","70","0.0","48.5"
"USC00190736","BLUE HILL, MA US","1981-11","0","0","0.0","2.25","66","0.0","40.7"
"USC00190736","BLUE HILL, MA US","1981-12","0","0","12.0","1.80","56","27.3","29.9"
"USC00190736","BLUE HILL, MA US","1982-01","0","0","5.8","1.79","55","17.4","19.0"
"USC00190736","BLUE HILL, MA US","1982-02","0","0","3.6","1.20","53","10.9","27.4"
"USC00190736","BLUE HILL, MA US","1982-03","0","0","1.4","0.55","63","6.0","35.5"
"USC00190736","BLUE HILL, MA US","1982-04","2","0","12.3","1.61","80","14.0","44.4"
"USC00190736","BLUE HILL, MA US","1982-05","14","0","0.0","1.16","81","0.0","56.3"
"USC00190736","BLUE HILL, MA US","1982-06","19","0","0.0","2.83","82","0.0","61.0"
"USC00190736","BLUE HILL, MA US","1982-07","30","6","0.0","1.56","95","0.0","71.7"
"USC00190736","BLUE HILL, MA US","1982-08","23","0","0.0","1.42","85","0.0","66.0"
"USC00190736","BLUE HILL, MA US","1982-09","16","0","0.0","0.76","84","0.0","61.7"
"USC00190736","BLUE HILL, MA US","1982-10","7","0","0.0","1.30","78","0.0","51.7"
"USC00190736","BLUE HILL, MA US","1982-11","3","0","0.0","1.96","78","0.0","44.7"
"USC00190736","BLUE HILL, MA US","1982-12","0","0","6.2","0.64","65","15.8","35.4"
"USC00190736","BLUE HILL, MA US","1983-01","0","0","8.8","1.61","57","11.2","27.4"
"USC00190736","BLUE HILL, MA US","1983-02","0","0","11.0","2.12","56","28.5","29.7"
"USC00190736","BLUE HILL, MA US","1983-03","0","0","1.0","2.15","60","1.0","37.7"
"USC00190736","BLUE HILL, MA US","1983-04","3","0","0.0","2.23","83","0.0","46.8"
"USC00190736","BLUE HILL, MA US","1983-05","7","0","0.0","0.87","78","0.0","54.0"
"USC00190736","BLUE HILL, MA US","1983-06","24","2","0.0","0.63","92","0.0","66.7"
"USC00190736","BLUE HILL, MA US","1983-07","30","8","0.0","0.29","94","0.0","73.4"
"USC00190736","BLUE HILL, MA US","1983-08","25","3","0.0","1.68","90","0.0","70.0"
"USC00190736","BLUE HILL, MA US","1983-09","18","3","0.0","0.89","93","0.0","65.6"
"USC00190736","BLUE HILL, MA US","1983-10","4","0","0.0","0.82","82","0.0","51.3"
"USC00190736","BLUE HILL, MA US","1983-11","0","0","0.0","3.10","66","0.0","43.5"
"USC00190736","BLUE HILL, MA US","1983-12","0","0","5.0","1.45","58","9.5","29.2"
"USC00190736","BLUE HILL, MA US","1984-01","0","0","5.0","0.63","50","23.7","23.8"
"USC00190736","BLUE HILL, MA US","1984-02","0","0","0.4","1.91","62","0.6","35.2"
"USC00190736","BLUE HILL, MA US","1984-03","0","0","13.5","2.78","52","26.7","30.0"
"USC00190736","BLUE HILL, MA US","1984-04","2","0","0.0","1.60","79","0.0","45.0"
"USC00190736","BLUE HILL, MA US","1984-05","14","0","0.0","5.02","82","0.0","56.1"
"USC00190736","BLUE HILL, MA US","1984-06","24","5","0.0","1.91","94","0.0","67.5"
"USC00190736","BLUE HILL, MA US","1984-07","29","1","0.0","1.75","91","0.0","70.6"
"USC00190736","BLUE HILL, MA US","1984-08","30","0","0.0","0.24","89","0.0","70.8"
"USC00190736","BLUE HILL, MA US","1984-09","18","0","0.0","0.74","84","0.0","60.2"
"USC00190736","BLUE HILL, MA US","1984-10","6","0","0.0","1.75","78","0.0","53.6"
"USC00190736","BLUE HILL, MA US","1984-11","0","0","0.2","0.67","68","0.2","42.0"
"USC00190736","BLUE HILL, MA US","1984-12","1","0","3.5","1.01","72","5.2","36.3"
"USC00190736","BLUE HILL, MA US","1985-01","0","0","4.4","0.41","42","11.1","20.6"
"USC00190736","BLUE HILL, MA US","1985-02","0","0","10.5","0.95","68","16.7","30.0"
"USC00190736","BLUE HILL, MA US","1985-03","1","0","9.3","1.18","73","10.4","37.7"
"USC00190736","BLUE HILL, MA US","1985-04","4","0","3.5","0.73","83","3.5","47.4"
"USC00190736","BLUE HILL, MA US","1985-05","15","0","0.0","1.77","89","0.0","57.4"
"USC00190736","BLUE HILL, MA US","1985-06","19","0","0.0","0.96","82","0.0","62.0"
"USC00190736","BLUE HILL, MA US","1985-07","30","0","0.0","1.36","87","0.0","71.3"
"USC00190736","BLUE HILL, MA US","1985-08","26","1","0.0","0.83","91","0.0","68.5"
"USC00190736","BLUE HILL, MA US","1985-09","17","0","0.0","1.28","87","0.0","62.9"
"USC00190736","BLUE HILL, MA US","1985-10","6","0","0.0","0.56","75","0.0","53.1"
"USC00190736","BLUE HILL, MA US","1985-11","1","0","1.5","2.46","71","5.1","43.1"
"USC00190736","BLUE HILL, MA US","1985-12","0","0","1.3","0.31","59","3.0","28.1"
"USC00190736","BLUE HILL, MA US","1986-01","0","0","0.5","1.23","57","1.6","28.7"
"USC00190736","BLUE HILL, MA US","1986-02","0","0","3.8","0.75","45","13.8","25.5"
"USC00190736","BLUE HILL, MA US","1986-03","2","0","1.8","1.33","76","3.0","38.7"
"USC00190736","BLUE HILL, MA US","1986-04","2","0","0.0","0.36","70","0.0","47.1"
"USC00190736","BLUE HILL, MA US","1986-05","13","0","0.0","0.56","88","0.0","57.4"
"USC00190736","BLUE HILL, MA US","1986-06","19","0","0.0","3.15","85","0.0","63.0"
"USC00190736","BLUE HILL, MA US","1986-07","25","1","0.0","1.42","91","0.0","68.2"
"USC00190736","BLUE HILL, MA US","1986-08","25","0","0.0","2.33","84","0.0","67.1"
"USC00190736","BLUE HILL, MA US","1986-09","13","0","0.0","0.33","84","0.0","60.4"
"USC00190736","BLUE HILL, MA US","1986-10","4","0","0.0","1.07","76","0.0","50.9"
"USC00190736","BLUE HILL, MA US","1986-11","0","0","11.0","1.51","68","13.5","39.4"
"USC00190736","BLUE HILL, MA US","1986-12","0","0","4.0","2.10","59","6.4","32.4"
"USC00190736","BLUE HILL, MA US","1987-01","0","0","7.0","2.10","47","38.4","25.9"
"USC00190736","BLUE HILL, MA US","1987-02","0","0","4.0","0.56","47","5.6","26.1"
"USC00190736","BLUE HILL, MA US","1987-03","1","0","3.3","2.89","72","8.5","36.8"
"USC00190736","BLUE HILL, MA US","1987-04","2","0","10.0","2.15","74","13.5","45.3"
"USC00190736","BLUE HILL, MA US","1987-05","14","2","0.0","0.60","92","0.0","57.6"
"USC00190736","BLUE HILL, MA US","1987-06","22","0","0.0","0.46","88","0.0","66.2"
"USC00190736","BLUE HILL, MA US","1987-07","29","4","0.0","0.75","96","0.0","71.1"
"USC00190736","BLUE HILL, MA US","1987-08","27","4","0.0","1.41","94","0.0","68.2"
"USC00190736","BLUE HILL, MA US","1987-09","18","0","0.0","3.10","82","0.0","61.9"
"USC00190736","BLUE HILL, MA US","1987-10","2","0","0.0","0.86","70","0.0","50.5"
"USC00190736","BLUE HILL, MA US","1987-11","1","0","8.1","1.35","77","11.4","41.5"
"USC00190736","BLUE HILL, MA US","1987-12","0","0","9.3","0.90","57","12.1","32.8"
"USC00190736","BLUE HILL, MA US","1988-01","0","0","8.0","0.92","57","20.3","24.7"
"USC00190736","BLUE HILL, MA US","1988-02","0","0","7.2","2.38","58","16.3","29.4"
"USC00190736","BLUE HILL, MA US","1988-03","0","0","4.3","1.99","67","8.5","36.9"
"USC00190736","BLUE HILL, MA US","1988-04","1","0","0.0","1.20","71","0.0","44.6"
"USC00190736","BLUE HILL, MA US","1988-05","13","0","0.0","0.95","85","0.0","56.8"
"USC00190736","BLUE HILL, MA US","1988-06","24","5","0.0","0.30","94","0.0","66.0"
"USC00190736","BLUE HILL, MA US","1988-07","29","8","0.0","2.90","97","0.0","72.8"
"USC00190736","BLUE HILL, MA US","1988-08","28","7","0.0","0.61","94","0.0","73.3"
"USC00190736","BLUE HILL, MA US","1988-09","17","0","0.0","1.08","80","0.0","61.5"
"USC00190736","BLUE HILL, MA US","1988-10","2","0","0.0","1.06","80","0.0","47.7"
"USC00190736","BLUE HILL, MA US","1988-11","0","0","0.0","2.78","67","0.0","44.1"
"USC00190736","BLUE HILL, MA US","1988-12","0","0","7.5","0.46","57","8.5","29.3"
"USC00190736","BLUE HILL, MA US","1989-01","0","0","0.8","0.29","52","1.4","31.2"
"USC00190736","BLUE HILL, MA US","1989-02","0","0","2.8","1.26","65","10.2","27.3"
"USC00190736","BLUE HILL, MA US","1989-03","2","0","4.5","0.83","81","9.3","35.0"
"USC00190736","BLUE HILL, MA US","1989-04","0","0","4.7","1.24","69","4.7","44.8"
"USC00190736","BLUE HILL, MA US","1989-05","16","0","0.0","1.23","85","0.0","58.6"
"USC00190736","BLUE HILL, MA US","1989-06","22","0","0.0","0.80","89","0.0","65.7"
"USC00190736","BLUE HILL, MA US","1989-07","29","4","0.0","1.77","91","0.0","70.2"
"USC00190736","BLUE HILL, MA US","1989-08","29","0","0.0","2.92","86","0.0","69.4"
"USC00190736","BLUE HILL, MA US","1989-09","18","1","0.0","1.40","90","0.0","63.2"
"USC00190736","BLUE HILL, MA US","1989-10","6","0","0.0","1.87","76","0.0","53.5"
"USC00190736","BLUE HILL, MA US","1989-11","0","0","5.5","1.16","69","5.6","39.8"
"USC00190736","BLUE HILL, MA US","1989-12","0","0","4.5","0.38","50","7.3","17.9"
"USC00190736","BLUE HILL, MA US","1990-01","0","0","5.4","1.19","62","13.4","34.2"
"USC00190736","BLUE HILL, MA US","1990-02","0","0","10.2","1.41","62","25.8","31.2"
"USC00190736","BLUE HILL, MA US","1990-03","3","0","5.0","0.61","80","5.7","38.2"
"USC00190736","BLUE HILL, MA US","1990-04","3","2","1.5","2.18","93","1.5","46.2"
"USC00190736","BLUE HILL, MA US","1990-05","7","0","0.2","1.63","80","0.2","53.5"
"USC00190736","BLUE HILL, MA US","1990-06","21","0","0.0","0.59","86","0.0","65.5"
"USC00190736","BLUE HILL, MA US","1990-07","28","2","0.0","2.25","91","0.0","71.0"
"USC00190736","BLUE HILL, MA US","1990-08","26","1","0.0","3.13","91","0.0","70.9"
"USC00190736","BLUE HILL, MA US","1990-09","17","0","0.0","0.80","84","0.0","62.1"
"USC00190736","BLUE HILL, MA US","1990-10","10","0","0.0","2.69","83","0.0","55.9"
"USC00190736","BLUE HILL, MA US","1990-11","5","0","0.3","1.06","75","0.4","44.8"
"USC00190736","BLUE HILL, MA US","1990-12","0","0","5.6","1.42","62","5.6","36.8"
"USC00190736","BLUE HILL, MA US","1991-01","0","0","3.0","1.10","50","11.7","26.9"
"USC00190736","BLUE HILL, MA US","1991-02","0","0",,"0.58","65",,"32.1"
"USC00190736","BLUE HILL, MA US","1991-03","1","0","2.4","1.09","77","5.5","39.0"
"USC00190736","BLUE HILL, MA US","1991-04","7","0","0.0","3.18","87","0.0","49.5"
"USC00190736","BLUE HILL, MA US","1991-05","19","0","0.0","0.54","88","0.0","62.1"
"USC00190736","BLUE HILL, MA US","1991-06","22","4","0.0","0.72","95","0.0","66.7"
"USC00190736","BLUE HILL, MA US","1991-07","28","7","0.0","1.80","99","0.0","72.1"
"USC00190736","BLUE HILL, MA US","1991-08","29","0","0.0","2.58","89","0.0","71.0"
"USC00190736","BLUE HILL, MA US","1991-09","12","0","0.0","2.06","87","0.0","60.7"
"USC00190736","BLUE HILL, MA US","1991-10","7","0","0.0","3.74","77","0.0","54.2"
"USC00190736","BLUE HILL, MA US","1991-11","1","0","0.2","1.38","71","0.2","42.2"
"USC00190736","BLUE HILL, MA US","1991-12","0","0","2.5","1.00","61","7.5","32.3"
"USC00190736","BLUE HILL, MA US","1992-01","0","0","0.4","1.60","56","1.1","27.9"
"USC00190736","BLUE HILL, MA US","1992-02","0","0","1.4","0.64","55","5.1","29.2"
"USC00190736","BLUE HILL, MA US","1992-03","0","0","4.5","1.10","58","11.9","32.6"
"USC00190736","BLUE HILL, MA US","1992-04","2","0","1.5","0.86","75","1.5","44.0"
"USC00190736","BLUE HILL, MA US","1992-05","13","2","0.0","0.67","92","0.0","55.2"
"USC00190736","BLUE HILL, MA US","1992-06","25","0","0.0","2.28","86","0.0","65.2"
"USC00190736","BLUE HILL, MA US","1992-07","26","0","0.0","0.47","87","0.0","67.8"
"USC00190736","BLUE HILL, MA US","1992-08","25","0","0.0","1.17","89","0.0","68.2"
"USC00190736","BLUE HILL, MA US","1992-09","18","0","0.0","1.16","84","0.0","61.1"
"USC00190736","BLUE HILL, MA US","1992-10","3","0","0.0","0.70","75","0.0","49.2"
"USC00190736","BLUE HILL, MA US","1992-11","0","0","0.4","1.38","61","0.5","39.6"
"USC00190736","BLUE HILL, MA US","1992-12","0","0","15.0","3.94","53","19.0","31.1"
"USC00190736","BLUE HILL, MA US","1993-01","0","0","7.0","1.01","58","13.5","27.8"
"USC00190736","BLUE HILL, MA US","1993-02","0","0","3.2","1.42","46","12.8","22.4"
"USC00190736","BLUE HILL, MA US","1993-03","0","0","10.0","2.47","67","35.5","32.6"
"USC00190736","BLUE HILL, MA US","1993-04","1","0","2.7","1.51","72","3.0","45.8"
"USC00190736","BLUE HILL, MA US","1993-05","16","1","0.0","0.30","90","0.0","58.5"
"USC00190736","BLUE HILL, MA US","1993-06","23","0","0.0","0.41","89","0.0","66.3"
"USC00190736","BLUE HILL, MA US","1993-07","29","4","0.0","0.59","97","0.0","72.4"
"USC00190736","BLUE HILL, MA US","1993-08","31","6","0.0","1.08","94","0.0","72.1"
"USC00190736","BLUE HILL, MA US","1993-09","15","0","0.0","0.89","89","0.0","62.1"
"USC00190736","BLUE HILL, MA US","1993-10","3","0","0.0","0.99","79","0.0","49.5"
"USC00190736","BLUE HILL, MA US","1993-11","2","0","0.3","1.21","74","0.3","42.6"
"USC00190736","BLUE HILL, MA US","1993-12","0","0","6.0","2.86","53","15.0","30.7"
"USC00190736","BLUE HILL, MA US","1994-01","0","0","7.9","1.45","54","33.0","19.0"
"USC00190736","BLUE HILL, MA US","1994-02","0","0","11.3","0.88","62","33.9","23.8"
"USC00190736","BLUE HILL, MA US","1994-03","0","0","8.2","2.00","65","18.9","35.6"
"USC00190736","BLUE HILL, MA US","1994-04","5","0","0.0","0.71","83","0.0","49.5"
"USC00190736","BLUE HILL, MA US","1994-05","12","0","0.0","1.54","84","0.0","55.4"
"USC00190736","BLUE HILL, MA US","1994-06","28","3","0.0","0.32","93","0.0","68.8"
"USC00190736","BLUE HILL, MA US","1994-07","30","5","0.0","0.80","94","0.0","75.2"
"USC00190736","BLUE HILL, MA US","1994-08","26","1","0.0","1.94","90","0.0","68.9"
"USC00190736","BLUE HILL, MA US","1994-09","11","0","0.0","2.67","82","0.0","60.9"
"USC00190736","BLUE HILL, MA US","1994-10","4","0","0.0","0.15","74","0.0","52.7"
"USC00190736","BLUE HILL, MA US","1994-11","2","0","1.5","1.54","76","1.6","45.8"
"USC00190736","BLUE HILL, MA US","1994-12","0","0","0.5","2.21","62","1.3","35.4"
"USC00190736","BLUE HILL, MA US","1995-01","0","0","1.5","1.23","65","4.2","32.4"
"USC00190736","BLUE HILL, MA US","1995-02","0","0","8.0","1.09","54","10.0","25.9"
"USC00190736","BLUE HILL, MA US","1995-03","0","0","0.5","0.91","63","0.7","37.3"
"USC00190736","BLUE HILL, MA US","1995-04","1","0","0.0","0.74","71","0.0","44.9"
"USC00190736","BLUE HILL, MA US","1995-05","9","0","0.0","0.54","86","0.0","55.5"
"USC00190736","BLUE HILL, MA US","1995-06","22","1","0.0","0.64","91","0.0","66.6"
"USC00190736","BLUE HILL, MA US","1995-07","30","4","0.0","1.06","97","0.0","74.1"
"USC00190736","BLUE HILL, MA US","1995-08","28","3","0.0","1.47","94","0.0","70.2"
"USC00190736","BLUE HILL, MA US","1995-09","16","0","0.0","2.60","87","0.0","61.1"
"USC00190736","BLUE HILL, MA US","1995-10","10","0","0.0","1.59","82","0.0","56.3"
"USC00190736","BLUE HILL, MA US","1995-11","0","0","5.0","1.78","62","5.8","38.0"
"USC00190736","BLUE HILL, MA US","1995-12","0","0","8.3","0.83","47","25.3","26.6"
"USC00190736","BLUE HILL, MA US","1996-01","0","0","12.5","1.59","57","47.7","26.1"
"USC00190736","BLUE HILL, MA US","1996-02","0","0","6.6","0.76","56","18.3","27.2"
"USC00190736","BLUE HILL, MA US","1996-03","0","0","9.0","1.40","62","22.2","33.5"
"USC00190736","BLUE HILL, MA US","1996-04","4","0","10.1","1.73","80","24.2","46.5"
"USC00190736","BLUE HILL, MA US","1996-05","9","2","0.0","0.71","91","0.0","56.2"
"USC00190736","BLUE HILL, MA US","1996-06","25","0","0.0","0.93","84","0.0","66.5"
"USC00190736","BLUE HILL, MA US","1996-07","29","0","0.0","3.54","86","0.0","69.8"
"USC00190736","BLUE HILL, MA US","1996-08","28","0","0.0","1.57","88","0.0","69.5"
"USC00190736","BLUE HILL, MA US","1996-09","14","0","0.0","4.25","84","0.0","62.0"
"USC00190736","BLUE HILL, MA US","1996-10","4","0","0.0","7.10","73","0.0","51.4"
"USC00190736","BLUE HILL, MA US","1996-11","1","0","2.2","1.75","70","2.6","37.5"
"USC00190736","BLUE HILL, MA US","1996-12","0","0","7.8","1.42","58","9.3","36.6"
"USC00190736","BLUE HILL, MA US","1997-01","0","0","7.8","0.90","51","12.2","26.0"
"USC00190736","BLUE HILL, MA US","1997-02","0","0","3.2","0.78","64","7.8","33.3"
"USC00190736","BLUE HILL, MA US","1997-03","0","0","15.0","2.45","65","22.7","34.6"
"USC00190736","BLUE HILL, MA US","1997-04","2","0","15.0","1.66","73","15.1","45.1"
"USC00190736","BLUE HILL, MA US","1997-05","7","0","0.0","1.01","80","0.0","54.1"
"USC00190736","BLUE HILL, MA US","1997-06","22","6","0.0","0.73","92","0.0","66.6"
"USC00190736","BLUE HILL, MA US","1997-07","29","6","0.0","0.31","95","0.0","72.4"
"USC00190736","BLUE HILL, MA US","1997-08","29","5","0.0","0.60","91","0.0","69.6"
"USC00190736","BLUE HILL, MA US","1997-09","15","0","0.0","0.47","82","0.0","62.3"
"USC00190736","BLUE HILL, MA US","1997-10","5","0","0.0","0.84","81","0.0","50.9"
"USC00190736","BLUE HILL, MA US","1997-11","0","0","3.5","1.70","65","4.1","39.0"
"USC00190736","BLUE HILL, MA US","1997-12","0","0","11.1","1.35","52","15.3","32.4"
"USC00190736","BLUE HILL, MA US","1998-01","0","0","6.4","2.04","59","15.8","31.7"
"USC00190736","BLUE HILL, MA US","1998-02","0","0","0.6","2.74","53","1.0","34.3"
"USC00190736","BLUE HILL, MA US","1998-03","5","0","3.5","2.67","89","5.3","39.4"
"USC00190736","BLUE HILL, MA US","1998-04","3","0","0.1","1.51","79","0.1","48.6"
"USC00190736","BLUE HILL, MA US","1998-05","18","0","0.0","1.85","87","0.0","59.8"
"USC00190736","BLUE HILL, MA US","1998-06","19","0","0.0","6.07","86","0.0","63.7"
"USC00190736","BLUE HILL, MA US","1998-07","31","1","0.0","0.73","90","0.0","72.0"
"USC00190736","BLUE HILL, MA US","1998-08","28","0","0.0","2.17","88","0.0","71.2"
"USC00190736","BLUE HILL, MA US","1998-09","22","0",,"0.59","86",,"64.9"
"USC00190736","BLUE HILL, MA US","1998-10","5","0","0.0","3.00","75","0.0","52.2"
"USC00190736","BLUE HILL, MA US","1998-11","0","0","0.0","0.60","61","0.0","41.9"
"USC00190736","BLUE HILL, MA US","1998-12","1","0","1.3","0.76","74","1.9","37.4"
"USC00190736","BLUE HILL, MA US","1999-01","0","0","9.0","1.93","58","19.8","28.1"
"USC00190736","BLUE HILL, MA US","1999-02","0","0","10.0","2.16","56","14.4","30.8"
"USC00190736","BLUE HILL, MA US","1999-03","0","0","7.2","1.36","68","22.5","36.7"
